symbol,side,open_time,close_time,ep,bep,tp,dca_count,pnl_usd,pnl_pct,fee_usd,holding_minutes,close_reason
ETHUSDT,LONG,2023-01-24 23:39:00,2023-01-24 23:40:00,1547.92,1548.54,1551.64,0,0.36,0.1803,0.08,1,TP
ETHUSDT,LONG,2023-01-25 00:30:00,2023-01-25 00:31:00,1542.02,1542.64,1545.73,0,0.36,0.1798,0.08,1,TP
ETHUSDT,LONG,2023-01-25 14:54:00,2023-01-25 15:05:00,1533.58,1534.22,1537.29,4,1.8,0.1804,0.4,11,TP
ETHUSDT,SHORT,2023-01-25 15:31:00,2023-01-25 15:34:00,1543.74,1543.12,1540.03,0,0.36,0.1802,0.08,3,TP
ETHUSDT,SHORT,2023-01-25 15:58:00,2023-01-25 16:07:00,1545.18,1544.56,1541.47,0,0.36,0.18,0.08,9,TP
ETHUSDT,SHORT,2023-01-25 17:08:00,2023-01-25 17:11:00,1553.39,1552.77,1549.66,0,0.36,0.1802,0.08,3,TP
ETHUSDT,SHORT,2023-01-25 19:12:00,2023-01-25 20:17:00,1577.04,1576.41,1573.26,16,6.11,0.18,1.36,65,TP
ETHUSDT,SHORT,2023-01-25 20:27:00,2023-01-25 20:33:00,1579.38,1578.75,1575.59,0,0.36,0.1803,0.08,6,TP
ETHUSDT,SHORT,2023-01-25 21:09:00,2023-01-25 21:10:00,1589.96,1589.32,1586.14,0,0.36,0.1801,0.08,1,TP
ETHUSDT,SHORT,2023-01-25 23:26:00,2023-01-26 01:47:00,1621.98,1621.33,1618.09,46,16.92,0.1799,3.76,141,TP
ETHUSDT,LONG,2023-01-26 01:53:00,2023-01-26 02:08:00,1615.74,1616.39,1619.62,0,0.36,0.1797,0.08,15,TP
ETHUSDT,SHORT,2023-01-26 12:07:00,2023-01-26 12:16:00,1606.18,1605.38,1602.17,0,0.36,0.1797,0.08,9,TP
ETHUSDT,LONG,2023-01-26 13:10:00,2023-01-26 13:31:00,1606.51,1607.15,1610.36,1,0.72,0.1797,0.16,21,TP
ETHUSDT,SHORT,2023-01-26 13:37:00,2023-01-26 13:40:00,1616.45,1615.8,1612.57,0,0.36,0.1796,0.08,3,TP
ETHUSDT,SHORT,2023-01-26 14:30:00,2023-01-26 14:34:00,1620.55,1619.9,1616.66,0,0.36,0.1797,0.08,4,TP
ETHUSDT,LONG,2023-01-26 14:41:00,2023-01-26 15:03:00,1603.25,1603.89,1607.1,4,1.8,0.1802,0.4,22,TP
ETHUSDT,LONG,2023-01-26 15:39:00,2023-01-26 15:43:00,1604.71,1605.35,1608.56,0,0.36,0.18,0.08,4,TP
ETHUSDT,LONG,2023-01-26 15:49:00,2023-01-26 16:30:00,1587.33,1587.96,1591.14,12,4.69,0.1805,1.04,41,TP
ETHUSDT,SHORT,2023-01-26 20:56:00,2023-01-26 21:02:00,1609.28,1608.48,1605.26,0,0.36,0.1799,0.08,6,TP
ETHUSDT,LONG,2023-01-27 09:27:00,2023-01-27 09:50:00,1576.21,1577.0,1580.15,0,0.36,0.1797,0.08,23,TP
ETHUSDT,LONG,2023-01-27 13:23:00,2023-01-27 13:30:00,1570.67,1571.3,1574.44,1,0.72,0.1797,0.16,7,TP
ETHUSDT,SHORT,2023-01-27 13:37:00,2023-01-27 13:45:00,1580.5,1579.87,1576.71,0,0.36,0.1802,0.08,8,TP
ETHUSDT,SHORT,2023-01-27 16:18:00,2023-01-27 20:46:00,1607.95,1607.29,1604.08,82,29.91,0.1803,6.64,268,TP
ETHUSDT,LONG,2023-01-27 20:52:00,2023-01-27 21:32:00,1598.02,1598.66,1601.86,2,1.08,0.1803,0.24,40,TP
ETHUSDT,LONG,2023-01-27 22:38:00,2023-01-27 23:06:00,1592.12,1592.76,1595.95,0,0.36,0.1798,0.08,28,TP
ETHUSDT,SHORT,2023-01-27 23:12:00,2023-01-28 00:09:00,1597.7,1597.06,1593.87,0,0.36,0.1797,0.08,57,TP
ETHUSDT,LONG,2023-01-28 14:12:00,2023-01-28 14:27:00,1570.34,1571.13,1574.27,0,0.36,0.1799,0.08,15,TP
ETHUSDT,LONG,2023-01-28 22:00:00,2023-01-28 22:14:00,1563.66,1564.44,1567.57,0,0.36,0.1802,0.08,14,TP
ETHUSDT,LONG,2023-01-29 01:52:00,2023-01-29 02:00:00,1603.4,1604.04,1607.25,1,0.72,0.1802,0.16,8,TP
ETHUSDT,LONG,2023-01-29 02:06:00,2023-01-29 02:18:00,1589.96,1590.6,1593.78,2,1.08,0.1801,0.24,12,TP
ETHUSDT,LONG,2023-01-29 02:51:00,2023-01-29 02:58:00,1587.5,1588.14,1591.32,1,0.72,0.1805,0.16,7,TP
ETHUSDT,LONG,2023-01-29 11:06:00,2023-01-29 11:08:00,1598.73,1599.53,1602.73,0,0.36,0.1802,0.08,2,TP
ETHUSDT,LONG,2023-01-29 14:19:00,2023-01-29 14:48:00,1609.15,1609.79,1613.01,0,0.36,0.18,0.08,29,TP
ETHUSDT,LONG,2023-01-29 20:02:00,2023-01-29 20:03:00,1643.03,1643.85,1647.14,0,0.36,0.1801,0.08,1,TP
ETHUSDT,LONG,2023-01-30 01:11:00,2023-01-30 04:07:00,1636.52,1637.34,1640.61,5,2.16,0.1798,0.48,176,TP
ETHUSDT,SHORT,2023-01-30 10:19:00,2023-01-30 10:48:00,1594.97,1594.33,1591.14,0,0.36,0.1801,0.08,29,TP
ETHUSDT,LONG,2023-01-30 11:55:00,2023-01-30 11:58:00,1580.04,1580.67,1583.83,0,0.36,0.1802,0.08,3,TP
ETHUSDT,LONG,2023-01-30 18:32:00,2023-01-30 18:34:00,1575.59,1576.38,1579.53,0,0.36,0.1798,0.08,2,TP
ETHUSDT,LONG,2023-01-30 19:07:00,2023-01-30 19:17:00,1548.66,1549.28,1552.38,8,3.24,0.1802,0.72,10,TP
ETHUSDT,LONG,2023-01-30 19:36:00,2023-01-30 19:38:00,1549.84,1550.46,1553.56,0,0.36,0.18,0.08,2,TP
ETHUSDT,LONG,2023-01-30 21:42:00,2023-01-30 22:42:00,1552.46,1553.08,1556.19,1,0.72,0.1803,0.16,60,TP
ETHUSDT,LONG,2023-01-31 08:37:00,2023-01-31 09:07:00,1569.29,1570.0,1573.14,1,0.72,0.18,0.16,30,TP
ETHUSDT,LONG,2023-01-31 14:40:00,2023-01-31 14:42:00,1580.16,1580.79,1583.95,0,0.36,0.1802,0.08,2,TP
ETHUSDT,SHORT,2023-01-31 14:50:00,2023-01-31 14:57:00,1587.94,1587.3,1584.13,0,0.36,0.1804,0.08,7,TP
ETHUSDT,LONG,2023-02-01 15:16:00,2023-02-01 15:32:00,1578.73,1579.52,1582.68,0,0.36,0.1799,0.08,16,TP
ETHUSDT,LONG,2023-02-01 15:47:00,2023-02-01 16:12:00,1576.26,1576.89,1580.04,2,1.08,0.1801,0.24,25,TP
ETHUSDT,LONG,2023-02-01 19:30:00,2023-02-01 19:35:00,1563.35,1563.98,1567.11,4,1.8,0.18,0.4,5,TP
ETHUSDT,SHORT,2023-02-01 19:41:00,2023-02-01 20:16:00,1618.74,1618.09,1614.85,29,10.79,0.1799,2.4,35,TP
ETHUSDT,SHORT,2023-02-02 00:23:00,2023-02-02 00:25:00,1652.27,1651.44,1648.14,0,0.36,0.18,0.08,2,TP
ETHUSDT,SHORT,2023-02-02 00:31:00,2023-02-02 01:30:00,1685.05,1684.38,1681.01,31,11.51,0.1802,2.56,59,TP
ETHUSDT,LONG,2023-02-02 01:36:00,2023-02-02 03:19:00,1670.71,1671.38,1674.72,5,2.16,0.1797,0.48,103,TP
ETHUSDT,LONG,2023-02-02 14:44:00,2023-02-02 14:47:00,1670.0,1670.75,1674.09,1,0.72,0.1801,0.16,3,TP
ETHUSDT,SHORT,2023-02-02 18:40:00,2023-02-02 18:49:00,1705.39,1704.71,1701.3,0,0.36,0.1799,0.08,9,TP
ETHUSDT,LONG,2023-02-02 23:23:00,2023-02-03 00:03:00,1643.84,1644.52,1647.81,5,2.16,0.1804,0.48,40,TP
ETHUSDT,LONG,2023-02-03 14:24:00,2023-02-03 14:30:00,1632.32,1633.05,1636.32,1,0.72,0.1804,0.16,6,TP
ETHUSDT,SHORT,2023-02-03 14:36:00,2023-02-03 15:06:00,1657.14,1656.48,1653.17,11,4.3,0.1797,0.96,30,TP
ETHUSDT,SHORT,2023-02-03 15:14:00,2023-02-03 15:31:00,1668.06,1667.39,1664.06,5,2.16,0.18,0.48,17,TP
ETHUSDT,LONG,2023-02-03 18:30:00,2023-02-03 18:37:00,1650.81,1651.47,1654.77,0,0.36,0.1799,0.08,7,TP
ETHUSDT,SHORT,2023-02-03 22:04:00,2023-02-03 23:53:00,1666.81,1666.11,1662.78,4,1.8,0.18,0.4,109,TP
ETHUSDT,SHORT,2023-02-04 17:00:00,2023-02-04 17:17:00,1682.01,1681.17,1677.81,0,0.36,0.1795,0.08,17,TP
ETHUSDT,LONG,2023-02-05 12:42:00,2023-02-05 12:57:00,1647.52,1648.21,1651.51,5,2.17,0.1805,0.48,15,TP
ETHUSDT,SHORT,2023-02-06 17:31:00,2023-02-06 18:01:00,1648.7,1647.88,1644.58,0,0.36,0.1799,0.08,30,TP
ETHUSDT,LONG,2023-02-07 18:16:00,2023-02-07 18:19:00,1654.74,1655.57,1658.88,0,0.36,0.1802,0.08,3,TP
ETHUSDT,LONG,2023-02-07 18:25:00,2023-02-07 18:37:00,1633.46,1634.11,1637.38,5,2.17,0.1804,0.48,12,TP
ETHUSDT,LONG,2023-02-07 18:46:00,2023-02-07 18:51:00,1633.22,1633.87,1637.14,0,0.36,0.1804,0.08,5,TP
ETHUSDT,LONG,2023-02-08 10:13:00,2023-02-08 10:24:00,1668.03,1668.86,1672.2,0,0.36,0.1802,0.08,11,TP
ETHUSDT,LONG,2023-02-08 10:34:00,2023-02-08 10:49:00,1668.46,1669.13,1672.47,0,0.36,0.18,0.08,15,TP
ETHUSDT,LONG,2023-02-08 15:30:00,2023-02-08 15:38:00,1657.1,1657.76,1661.08,0,0.36,0.1797,0.08,8,TP
